Fecha;Aceites lubricantes;Asfalto ;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;Mezclas oleosas;Naftas;Petcoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;MTBE;Orimulsión;Petróleo reconstituido;Total importación
ene/2001;0.00;27748.99;214581.84;0.00;0.00;0.00;0.00;194065.74;820.00;177776.50;373963.96;0.00;33834.03;0.00;0.00;0.00;0.00;0.00;0.00;566101.99;8402.00;0.00;715344.00;2312639.05
feb/2001;0.00;7503.57;294609.00;0.00;0.00;0.00;0.00;170703.38;3054.00;123115.99;243091.07;0.00;67439.95;0.00;0.00;0.00;0.00;0.00;0.00;489525.80;0.00;0.00;370166.00;1769208.76
mar/2001;0.00;26304.32;315263.80;0.00;0.00;0.00;0.00;161837.37;677.00;161726.42;312084.38;0.00;31787.29;0.00;0.00;0.00;0.00;0.00;0.00;575559.68;0.00;0.00;360530.00;1945770.26
abr/2001;0.00;7885.89;205653.00;0.00;0.00;0.00;0.00;163048.64;3399.00;127338.74;285054.89;0.00;25801.18;0.00;0.00;0.00;0.00;0.00;0.00;437745.42;8184.00;0.00;359527.00;1623637.76
may/2001;0.00;8443.16;278371.30;0.00;0.00;0.00;0.00;171518.86;585.00;168730.19;300913.67;0.00;45529.33;0.00;0.00;0.00;0.00;0.00;0.00;552609.13;12680.00;0.00;723346.00;2262726.64
jun/2001;0.00;6229.04;218765.60;0.00;0.00;0.00;0.00;190004.42;492.00;152899.09;333217.19;0.00;64444.95;0.00;0.00;0.00;0.00;0.00;0.00;497855.26;0.00;0.00;360369.00;1824276.55
jul/2001;0.00;3103.99;156109.00;0.00;0.00;0.00;0.00;206022.83;655.00;136299.13;195071.86;0.00;23654.10;0.00;0.00;0.00;0.00;0.00;0.00;302350.02;10642.00;0.00;360570.00;1394477.93
ago/2001;0.00;27821.06;189692.60;0.00;0.00;0.00;0.00;100561.47;607.00;139365.07;268153.26;0.00;49890.61;0.00;0.00;0.00;0.00;0.00;0.00;464159.13;13357.00;0.00;719303.00;1972910.20
sep/2001;0.00;2324.85;385142.30;0.00;0.00;0.00;0.00;186839.02;3868.00;233643.75;308439.07;0.00;41519.91;0.00;0.00;0.00;0.00;0.00;0.00;321952.94;0.00;0.00;360635.00;1844364.84
oct/2001;0.00;1484.40;214138.00;0.00;0.00;0.00;0.00;163864.20;650.00;141550.22;305102.28;0.00;32657.33;0.00;0.00;0.00;0.00;0.00;0.00;438989.55;19431.00;0.00;717717.00;2035583.98
nov/2001;0.00;895.44;142282.26;0.00;0.00;0.00;0.00;194722.50;2988.00;165841.46;256638.19;0.00;23876.81;0.00;0.00;0.00;0.00;0.00;0.00;440245.35;0.00;0.00;356364.00;1583854.01
dic/2001;0.00;321.30;307427.20;0.00;0.00;0.00;0.00;194329.02;350.00;149217.67;277145.05;0.00;22948.95;0.00;0.00;0.00;0.00;0.00;0.00;479983.27;14822.00;0.00;366828.00;1813372.46
ene/2002;0.00;1978.12;332302.30;0.00;0.00;0.00;0.00;168422.62;0.00;178585.93;271479.00;0.00;25109.50;0.00;0.00;0.00;0.00;0.00;0.00;500041.32;11481.00;0.00;724812.00;2214211.79
feb/2002;0.00;114.00;285980.00;0.00;0.00;0.00;0.00;200141.36;3499.00;144447.25;365657.75;0.00;41050.42;0.00;0.00;0.00;0.00;0.00;0.00;686923.83;0.00;0.00;368318.00;2096131.61
mar/2002;0.00;2147.65;175483.30;0.00;0.00;0.00;0.00;193422.60;485.00;104673.64;246292.60;0.00;19066.89;0.00;0.00;0.00;0.00;0.00;0.00;432538.46;12350.00;0.00;730957.00;1917417.14
abr/2002;0.00;25060.00;358010.70;0.00;0.00;0.00;0.00;218257.51;441.00;190339.00;310256.30;0.00;33748.80;0.00;0.00;0.00;0.00;0.00;0.00;424667.36;0.00;0.00;365663.00;1926443.67
may/2002;0.00;1170.05;307343.57;0.00;0.00;0.00;0.00;159299.42;534.00;194830.10;363311.76;0.00;33775.30;0.00;0.00;0.00;0.00;0.00;0.00;497781.66;13280.00;0.00;369420.00;1940745.86
jun/2002;0.00;3120.87;412133.78;0.00;0.00;0.00;0.00;210874.61;3138.00;137050.80;250123.19;0.00;6005.88;0.00;0.00;0.00;0.00;0.00;0.00;496826.62;17839.00;0.00;726775.00;2263887.75
jul/2002;0.00;584.36;242340.18;0.00;0.00;0.00;0.00;199708.55;488.00;222408.00;428842.80;0.00;18227.39;0.00;0.00;0.00;0.00;0.00;0.00;636727.84;0.00;0.00;365679.00;2115006.12
ago/2002;0.00;1268.58;346153.70;0.00;0.00;0.00;0.00;192213.74;3477.00;143795.00;298280.33;0.00;24692.87;0.00;0.00;0.00;0.00;0.00;0.00;346225.00;0.00;0.00;364878.00;1720984.22
sep/2002;0.00;5463.83;300348.73;0.00;0.00;0.00;0.00;190686.73;466.00;156956.90;331053.70;0.00;37242.20;0.00;0.00;0.00;0.00;0.00;0.00;638933.22;0.00;0.00;0.00;1661151.31
oct/2002;0.00;2158.97;343702.00;0.00;0.00;0.00;0.00;210871.19;2400.00;195426.80;352055.50;0.00;63543.82;0.00;0.00;0.00;0.00;0.00;0.00;703749.81;0.00;0.00;0.00;1873908.09
nov/2002;0.00;1707.57;508787.00;0.00;0.00;0.00;0.00;227595.86;582.00;153185.70;291188.76;0.00;33324.44;0.00;0.00;0.00;0.00;0.00;0.00;573289.50;0.00;0.00;0.00;1789660.83
dic/2002;0.00;1462.84;561334.63;0.00;0.00;0.00;0.00;192272.02;3379.00;167596.71;440677.81;0.00;47548.06;0.00;0.00;0.00;0.00;0.00;0.00;678749.64;0.00;0.00;0.00;2093020.71
ene/2003;0.00;2225.46;433367.10;0.00;0.00;0.00;0.00;237532.26;720.00;228269.50;425185.50;0.00;48243.38;0.00;0.00;0.00;0.00;0.00;0.00;797344.38;0.00;0.00;0.00;2172887.58
feb/2003;0.00;2497.86;333362.76;0.00;0.00;0.00;0.00;169819.00;254.00;214490.70;443849.85;0.00;74118.22;0.00;0.00;0.00;0.00;0.00;0.00;765912.66;0.00;0.00;0.00;2004305.05
mar/2003;0.00;5342.26;555012.30;0.00;0.00;0.00;0.00;221030.86;1203.00;161257.48;363352.66;0.00;20757.68;0.00;0.00;0.00;0.00;0.00;0.00;693942.31;0.00;0.00;0.00;2021898.55
abr/2003;0.00;5453.73;470787.51;0.00;0.00;0.00;0.00;192170.14;3520.00;189824.89;335444.69;0.00;71377.38;0.00;0.00;0.00;0.00;0.00;0.00;873103.10;0.00;0.00;0.00;2141681.44
may/2003;0.00;10331.91;512728.76;0.00;0.00;0.00;0.00;185016.67;0.00;269981.86;459025.69;0.00;43468.04;0.00;0.00;0.00;0.00;0.00;0.00;625190.08;0.00;0.00;0.00;2105743.01
jun/2003;0.00;3188.55;334426.35;0.00;0.00;0.00;0.00;231805.03;3137.00;182254.23;372486.53;0.00;75168.64;0.00;0.00;0.00;0.00;0.00;0.00;671882.83;0.00;0.00;0.00;1874349.16
jul/2003;0.00;5942.79;475755.86;0.00;0.00;0.00;0.00;216504.93;906.00;133668.20;400922.97;0.00;29429.84;0.00;0.00;0.00;0.00;0.00;0.00;822014.55;0.00;0.00;0.00;2085145.14
ago/2003;0.00;7034.51;518231.66;0.00;0.00;0.00;0.00;209952.38;48.00;169903.86;292365.04;0.00;55600.70;0.00;0.00;0.00;0.00;0.00;0.00;494087.13;0.00;0.00;0.00;1747223.28
sep/2003;0.00;5189.42;360969.08;0.00;0.00;0.00;0.00;231499.19;0.00;177217.53;398192.16;0.00;66626.70;0.00;0.00;0.00;0.00;0.00;0.00;614913.68;0.00;0.00;0.00;1854607.76
oct/2003;0.00;7645.76;536918.24;0.00;0.00;0.00;0.00;216302.81;2719.00;181668.03;260219.92;0.00;61154.50;0.00;0.00;0.00;0.00;0.00;0.00;433084.99;0.00;0.00;0.00;1699713.25
nov/2003;0.00;6163.71;717557.85;0.00;0.00;0.00;0.00;232526.98;0.00;205624.08;393951.96;0.00;50841.70;0.00;0.00;0.00;0.00;0.00;0.00;627189.78;0.00;0.00;0.00;2233856.06
dic/2003;0.00;8962.13;286775.50;0.00;0.00;0.00;0.00;214489.86;2649.00;161477.73;296780.15;0.00;67894.90;0.00;0.00;0.00;0.00;0.00;0.00;745524.88;0.00;0.00;0.00;1784554.15
ene/2004;0.00;8309.85;475730.96;0.00;0.00;0.00;0.00;251271.55;0.00;173427.23;368235.14;0.00;59343.10;0.00;0.00;155510.03;0.00;0.00;0.00;762385.45;0.00;0.00;0.00;2254213.30
feb/2004;0.00;10379.19;348162.02;0.00;0.00;0.00;0.00;197730.29;0.00;147939.23;281891.97;0.00;49226.20;0.00;0.00;0.00;0.00;0.00;0.00;460947.50;0.00;249982.70;0.00;1746259.10
mar/2004;0.00;12318.35;474292.60;0.00;0.00;0.00;0.00;253366.12;2300.00;275539.38;486880.82;0.00;47021.80;0.00;0.00;144859.00;0.00;0.00;0.00;772128.26;0.00;0.00;0.00;2468706.33
abr/2004;0.00;14014.84;415311.51;0.00;0.00;0.00;0.00;206671.88;2920.00;245156.34;415426.00;0.00;58717.90;0.00;0.00;0.00;0.00;0.00;0.00;809194.95;0.00;311711.21;0.00;2479124.63
may/2004;0.00;13384.38;238958.31;0.00;0.00;0.00;0.00;202368.21;0.00;178387.80;350052.95;0.00;71209.20;0.00;0.00;137087.50;0.00;0.00;0.00;634209.64;0.00;0.00;0.00;1825657.99
jun/2004;0.00;15485.81;533789.63;0.00;0.00;0.00;0.00;231850.33;0.00;133341.00;311238.01;0.00;90154.80;0.00;0.00;0.00;0.00;0.00;0.00;461381.79;0.00;311270.32;0.00;2088511.69
jul/2004;0.00;14504.73;108059.00;0.00;0.00;0.00;0.00;220449.26;257.00;152075.75;249710.69;0.00;13662.00;0.00;0.00;155914.00;0.00;0.00;0.00;467154.31;0.00;0.00;0.00;1381786.74
ago/2004;0.00;13756.04;315109.00;0.00;0.00;0.00;0.00;215881.07;3375.00;208592.85;434578.12;0.00;79589.70;0.00;0.00;0.00;0.00;0.00;0.00;669462.53;0.00;315915.92;0.00;2256260.23
sep/2004;0.00;14546.91;434142.76;0.00;0.00;0.00;0.00;252058.26;0.00;218499.24;420550.29;0.00;69168.50;0.00;0.00;146223.00;0.00;0.00;0.00;714039.85;0.00;0.00;0.00;2269228.81
oct/2004;0.00;11315.28;411472.34;0.00;0.00;0.00;0.00;208715.48;697.00;201907.67;366886.30;0.00;82916.50;0.00;0.00;0.00;0.00;0.00;0.00;655715.05;0.00;313440.96;0.00;2253066.58
nov/2004;0.00;2029.03;293179.62;0.00;0.00;0.00;0.00;195645.45;1647.00;215838.32;434710.94;0.00;49233.00;0.00;0.00;152894.50;0.00;0.00;0.00;726697.88;0.00;318754.00;0.00;2390629.74
dic/2004;0.00;2090.04;243611.33;0.00;0.00;0.00;0.00;278688.52;1396.00;227094.71;433149.96;0.00;59035.30;0.00;0.00;0.00;0.00;0.00;0.00;781266.61;0.00;0.00;0.00;2026332.47
ene/2005;0.00;10798.98;318657.90;0.00;0.00;0.00;0.00;226452.50;3105.00;202374.33;257867.99;0.00;33986.00;0.00;0.00;141267.50;0.00;0.00;0.00;663058.79;0.00;338810.04;0.00;2196379.03
feb/2005;0.00;13495.30;303067.68;0.00;0.00;0.00;0.00;179212.81;0.00;178104.72;306660.39;0.00;62584.20;0.00;0.00;0.00;0.00;0.00;0.00;683664.39;0.00;0.00;0.00;1726789.49
mar/2005;0.00;17405.13;436935.02;0.00;0.00;0.00;0.00;271163.05;3100.00;217667.69;431907.81;0.00;70706.00;0.00;0.00;147361.50;0.00;0.00;0.00;778645.07;0.00;0.00;0.00;2374891.27
abr/2005;0.00;13520.46;339926.16;0.00;0.00;0.00;0.00;187599.95;0.00;234492.03;534151.81;0.00;48655.10;0.00;0.00;137890.50;0.00;0.00;0.00;708164.74;0.00;316798.00;0.00;2521198.75
may/2005;0.00;16284.91;572328.31;0.00;0.00;0.00;0.00;243625.26;3365.00;192734.40;378616.30;0.00;61188.20;0.00;0.00;134700.50;0.00;0.00;0.00;875087.62;0.00;344685.00;0.00;2822615.50
jun/2005;0.00;16063.20;471302.18;0.00;0.00;0.00;0.00;256001.38;609.00;243343.68;537398.43;0.00;35505.90;0.00;0.00;0.00;0.00;0.00;0.00;1041016.72;0.00;0.00;0.00;2601240.49
jul/2005;0.00;10382.08;447607.75;0.00;0.00;0.00;0.00;351089.64;673.00;175946.30;363410.90;0.00;57335.20;0.00;0.00;147994.00;0.00;0.00;0.00;770731.74;0.00;312030.00;0.00;2637200.61
ago/2005;0.00;13408.17;201638.98;0.00;0.00;0.00;0.00;115098.57;0.00;173810.38;566618.55;0.00;24343.00;0.00;0.00;0.00;0.00;0.00;0.00;815435.20;0.00;0.00;0.00;1910352.85
sep/2005;0.00;19894.97;184318.28;0.00;0.00;0.00;0.00;461957.15;177.00;81015.30;193484.50;0.00;65426.30;0.00;0.00;147735.50;0.00;0.00;0.00;229764.74;0.00;329946.00;0.00;1713719.74
oct/2005;0.00;4807.49;280596.41;0.00;0.00;0.00;0.00;456714.29;2884.00;145325.65;528877.09;0.00;64975.70;0.00;0.00;0.00;0.00;0.00;0.00;671848.94;0.00;0.00;0.00;2156029.57
nov/2005;0.00;10934.29;425553.13;0.00;0.00;0.00;0.00;127819.83;3076.00;266018.37;348687.81;0.00;33635.10;0.00;0.00;150007.00;0.00;0.00;0.00;635553.46;0.00;0.00;0.00;2001284.99
dic/2005;0.00;6643.00;284168.38;0.00;0.00;0.00;0.00;456441.07;357.00;107374.00;360807.00;0.00;39994.70;0.00;0.00;147460.50;0.00;0.00;0.00;1212610.53;0.00;325083.00;0.00;2940939.18
ene/2006;0.00;4073.00;311221.28;0.00;0.00;0.00;0.00;461915.81;0.00;348503.85;711860.77;0.00;64569.80;0.00;0.00;0.00;0.00;0.00;0.00;708730.84;0.00;312673.00;0.00;2923548.35
feb/2006;0.00;6134.00;121036.31;0.00;0.00;0.00;0.00;139318.22;3577.00;145048.20;262170.90;0.00;44797.30;0.00;0.00;0.00;0.00;0.00;0.00;767710.63;0.00;0.00;0.00;1489792.56
mar/2006;0.00;11054.00;429837.61;0.00;0.00;0.00;0.00;385287.41;548.00;285783.25;408065.34;0.00;52658.40;0.00;0.00;147746.50;0.00;0.00;0.00;744721.94;0.00;0.00;0.00;2465702.45
abr/2006;0.00;8145.00;287959.04;0.00;0.00;0.00;0.00;317756.14;3423.00;238824.61;421300.82;0.00;36823.50;0.00;0.00;151635.00;0.00;0.00;0.00;935306.58;0.00;0.00;0.00;2401173.69
may/2006;0.00;14644.00;764099.76;0.00;0.00;0.00;0.00;134526.05;3615.00;134212.30;312024.70;0.00;72698.30;0.00;0.00;0.00;0.00;0.00;0.00;822556.45;0.00;0.00;0.00;2258376.56
jun/2006;0.00;16453.00;367297.31;0.00;0.00;0.00;0.00;347549.31;190.00;211562.74;394014.85;0.00;35949.40;0.00;0.00;151250.00;0.00;0.00;0.00;361207.59;0.00;0.00;0.00;1885474.20
jul/2006;0.00;9178.00;385553.32;0.00;0.00;0.00;0.00;140074.43;452.00;180942.18;375951.16;0.00;68151.60;0.00;0.00;150425.00;0.00;0.00;0.00;971716.72;0.00;0.00;0.00;2282444.41
ago/2006;0.00;7880.00;318166.29;0.00;0.00;0.00;0.00;434013.19;0.00;147245.49;313326.86;0.00;50939.80;0.00;0.00;0.00;0.00;0.00;0.00;603747.33;0.00;0.00;0.00;1875318.96
sep/2006;0.00;4588.00;461459.78;0.00;0.00;0.00;0.00;457683.24;452.00;366193.77;525623.15;0.00;50012.60;0.00;0.00;150349.65;0.00;0.00;0.00;473431.31;0.00;0.00;0.00;2489793.50
oct/2006;0.00;6380.00;446660.88;0.00;0.00;0.00;0.00;130938.67;4808.00;153997.35;285505.00;0.00;47546.00;0.00;0.00;145937.83;0.00;0.00;0.00;1220719.64;0.00;0.00;0.00;2442493.36
nov/2006;0.00;10985.00;321841.37;0.00;0.00;0.00;0.00;492063.43;381.00;171327.01;428590.50;0.00;31977.40;0.00;0.00;149110.67;0.00;0.00;0.00;431874.86;0.00;0.00;0.00;2038151.23
dic/2006;0.00;5775.00;612637.14;0.00;0.00;0.00;0.00;112912.81;1717.00;234319.30;395132.09;0.00;53294.10;0.00;0.00;148978.28;0.00;0.00;0.00;890336.68;0.00;0.00;0.00;2455102.40
ene/2007;0.00;11252.00;419881.17;0.00;0.00;0.00;0.00;308348.52;381.00;289550.59;523730.31;0.00;65308.30;0.00;0.00;0.00;0.00;0.00;0.00;818060.57;0.00;0.00;0.00;2436512.46
feb/2007;0.00;10997.00;442208.81;0.00;0.00;0.00;0.00;295082.83;3553.00;299077.04;401855.41;0.00;57695.40;0.00;0.00;165044.00;0.00;0.00;0.00;822325.65;0.00;0.00;0.00;2497839.14
mar/2007;0.00;10292.00;676389.41;0.00;0.00;0.00;0.00;399387.22;571.00;326317.75;541817.85;0.00;51860.10;0.00;0.00;0.00;0.00;0.00;0.00;569451.85;0.00;0.00;0.00;2576087.18
abr/2007;0.00;11437.00;576702.01;0.00;0.00;0.00;0.00;391790.79;2541.00;94844.90;203441.33;0.00;83496.70;0.00;0.00;166886.50;0.00;0.00;0.00;850138.11;0.00;0.00;0.00;2381278.34
may/2007;0.00;10752.00;390428.07;0.00;0.00;0.00;0.00;132106.60;381.00;238404.83;545587.63;0.00;23476.00;0.00;0.00;149550.50;0.00;0.00;0.00;793887.04;0.00;0.00;0.00;2284573.67
jun/2007;0.00;6891.00;635979.48;0.00;0.00;0.00;0.00;553252.05;0.00;170064.98;441537.39;0.00;82309.90;0.00;0.00;148676.00;0.00;0.00;0.00;855757.14;0.00;0.00;0.00;2894467.94
jul/2007;0.00;12327.00;746956.76;0.00;0.00;0.00;0.00;153167.79;3220.00;227660.47;451180.82;0.00;47604.10;0.00;0.00;152834.00;0.00;0.00;0.00;1118432.25;0.00;0.00;0.00;2913383.19
ago/2007;0.00;9273.00;741692.20;0.00;0.00;0.00;0.00;309647.07;476.00;351306.27;501840.27;0.00;82558.60;0.00;0.00;0.00;0.00;0.00;0.00;824047.47;0.00;0.00;0.00;2820840.88
sep/2007;0.00;11535.70;425995.94;0.00;0.00;0.00;0.00;183484.88;2784.00;181015.83;336120.81;0.00;68630.10;0.00;0.00;167480.50;0.00;0.00;0.00;497008.84;0.00;0.00;0.00;1874056.60
oct/2007;0.00;9690.10;422763.80;0.00;0.00;0.00;0.00;486194.88;190.00;312120.18;376377.75;0.00;77376.50;0.00;0.00;0.00;0.00;0.00;0.00;885924.86;0.00;0.00;0.00;2570638.07
nov/2007;0.00;10134.10;92054.55;0.00;0.00;0.00;0.00;148627.36;2229.00;289282.55;512550.51;0.00;53092.10;0.00;0.00;0.00;0.00;0.00;0.00;665114.83;0.00;0.00;0.00;1773085.00
dic/2007;0.00;9846.00;585035.81;0.00;0.00;0.00;0.00;371098.40;95.00;222108.35;542916.97;0.00;58973.50;0.00;0.00;311674.00;0.00;0.00;0.00;812776.59;0.00;0.00;0.00;2914524.62
ene/2008;0.00;7227.00;357826.00;0.00;0.00;0.00;0.00;522670.52;2726.20;107885.65;204788.30;0.00;55618.10;0.00;0.00;0.00;0.00;0.00;0.00;613819.33;0.00;0.00;0.00;1872561.10
feb/2008;0.00;3575.00;596066.54;0.00;0.00;0.00;0.00;126941.22;2442.50;234830.10;545139.83;0.00;63895.10;0.00;0.00;0.00;0.00;0.00;0.00;500922.23;0.00;0.00;0.00;2073812.52
mar/2008;0.00;10375.20;280414.70;0.00;0.00;0.00;0.00;321294.76;95.20;241800.33;405713.48;0.00;73114.40;0.00;0.00;146640.07;0.00;0.00;0.00;1095743.35;0.00;0.00;0.00;2575191.49
abr/2008;0.00;11902.80;644339.91;0.00;0.00;0.00;0.00;296531.95;285.70;271554.27;570256.98;0.00;61215.00;0.00;0.00;149627.39;0.00;0.00;0.00;682042.07;0.00;0.00;0.00;2687756.07
may/2008;0.00;17890.00;848575.95;0.00;0.00;0.00;0.00;506589.79;3093.20;242628.16;424954.88;0.00;64572.90;0.00;0.00;150762.10;0.00;0.00;0.00;710464.76;0.00;0.00;0.00;2969531.73
jun/2008;0.00;8087.00;257332.45;0.00;0.00;0.00;0.00;135630.48;190.50;177838.70;273398.73;0.00;73918.80;0.00;0.00;0.00;0.00;0.00;0.00;817804.84;0.00;0.00;0.00;1744201.50
jul/2008;0.00;9947.00;549352.90;0.00;0.00;0.00;0.00;365117.62;190.50;232129.20;384549.70;0.00;50621.00;0.00;0.00;150155.50;0.00;0.00;0.00;541486.15;0.00;0.00;0.00;2283549.57
ago/2008;0.00;4575.20;512005.35;0.00;0.00;0.00;0.00;124909.19;171.40;138376.72;241881.47;0.00;61346.30;0.00;0.00;148500.00;0.00;0.00;0.00;713650.52;0.00;0.00;0.00;1945416.15
sep/2008;0.00;2631.00;265932.42;0.00;0.00;0.00;0.00;290330.74;1178.60;290621.26;423244.17;0.00;31940.50;0.00;0.00;149060.89;0.00;0.00;0.00;544521.54;0.00;0.00;0.00;1999461.12
oct/2008;0.00;7436.10;193916.40;0.00;0.00;0.00;0.00;515833.10;3273.70;358036.44;329762.30;0.00;81679.00;0.00;0.00;0.00;0.00;0.00;0.00;344273.02;0.00;0.00;0.00;1834210.06
